p01,p03,p05,p07,p09,p10,p12,p14,p15,p16,p17,p20,p21,p23,p24,p25,p27,p28,p29,p31,p32,p33,p35,p37,p38,p39,p40,p41,p42,p43,p44,p45,p47,p48,p49,p50,p53,p54,p55,p56,p57,p58,p59,p60,p61,p63,p64,p66,p67,p69,p70,p71,p72,p75,p77,p78,p79,p80,p81,p83,p85,p86,p87,p88,p89,p90,p91,p92,p95,p96,p97,p99,p100,p101,p102,p103,p105,p106,p108,p110,p111,p114,p115,p116,p119,p120,p121,p122,p123,p124,p126,p127,p128,p130,p131,p133,p134,p135,p136,p137,p138,p141,p144,p146,p148,p149,p150,class
0,0,0,255,0,198,226,86,0,0,0,0,226,0,0,0,0,170,0,0,0,0,0,0,0,255,255,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,255,0,0,29,0,0,226,0,255,0,0,0,0,255,0,170,0,255,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,255,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,29,1
0,0,250,26,0,72,253,162,0,0,0,0,0,0,0,0,253,0,0,0,253,0,0,190,136,253,190,0,0,0,0,0,0,0,123,0,253,0,0,0,0,0,0,0,0,0,253,153,172,0,2,0,0,0,0,0,0,0,187,0,253,0,146,0,253,253,0,119,0,0,5,0,0,0,0,0,0,0,0,0,0,0,253,146,0,253,0,130,111,161,0,0,0,0,0,0,0,111,253,0,0,131,0,0,253,0,253,0
0,0,250,250,0,250,250,107,0,0,0,0,0,0,250,125,252,98,21,0,0,0,70,85,252,250,250,0,0,0,0,0,0,0,74,165,0,0,105,83,0,0,43,179,0,0,252,250,0,0,76,212,0,0,0,0,83,0,210,76,250,167,250,41,0,250,0,255,0,0,85,238,0,0,252,0,0,0,0,0,0,0,252,250,0,250,0,0,252,250,84,0,0,0,83,148,0,230,0,0,0,0,0,0,196,250,250,0
0,0,215,252,0,252,253,233,0,0,0,0,9,0,160,0,252,137,0,0,0,0,0,252,187,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,122,0,97,0,0,0,0,0,0,195,0,252,5,252,0,26,0,0,252,0,252,0,0,0,0,0,0,119,0,0,0,0,0,0,255,0,252,0,252,17,0,252,252,0,0,0,0,0,252,252,0,138,107,0,0,0,0,252,252,252,0
0,0,252,0,0,0,211,171,0,0,0,0,0,0,0,253,14,91,0,0,0,0,0,244,206,252,255,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,100,0,156,120,0,0,0,0,0,0,98,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,171,0,211,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,252,0,0,1
0,0,240,253,0,253,219,253,0,0,0,0,49,0,253,0,253,228,0,0,0,0,0,253,126,253,42,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,253,213,0,58,0,0,0,0,0,0,165,0,253,71,253,116,199,0,0,253,0,253,0,0,8,0,0,0,176,0,0,0,0,0,0,218,0,253,0,253,67,0,146,253,59,0,0,0,60,223,29,3,221,0,0,0,0,0,253,253,253,0
0,0,253,173,0,253,254,253,0,0,0,0,0,0,0,0,253,17,0,0,68,0,0,253,253,253,14,0,0,0,0,0,0,0,67,0,208,0,0,0,0,0,0,0,0,0,41,50,125,19,0,0,0,0,0,0,15,0,242,0,235,0,0,0,251,253,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,185,66,253,0,253,0,0,15,253,0,0,0,0,0,55,40,0,253,0,0,0,0,0,253,226,253,0
0,0,0,253,106,253,0,102,0,0,0,0,59,0,224,0,253,253,0,0,0,0,0,142,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,14,0,0,169,253,0,183,0,119,0,0,0,0,253,0,232,254,253,104,253,0,0,253,0,253,0,0,146,0,0,0,138,0,0,0,0,0,0,106,0,253,0,210,105,0,164,103,78,0,0,0,0,253,0,214,2,0,0,0,0,0,253,253,133,0
0,0,253,253,61,253,253,253,0,0,0,0,25,0,253,135,253,246,0,0,253,0,0,253,253,252,85,0,0,0,0,0,0,0,253,0,116,0,0,0,0,0,0,0,0,0,253,252,253,0,253,179,0,0,0,0,203,0,253,253,253,0,172,0,253,253,0,253,0,0,0,161,0,0,244,0,0,255,0,0,0,254,253,253,0,172,247,56,0,253,0,0,0,0,0,253,253,0,253,231,0,0,0,0,253,253,253,0
0,0,254,107,0,242,241,159,0,0,0,0,0,0,0,0,254,0,0,0,245,0,0,230,254,240,27,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,157,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,34,254,0,43,0,0,0,0,0,0,0,0,0,0,0,0,8,147,0,6,0,129,0,0,254,209,0,0,0,0,0,0,0,0,255,0,0,0,0,0,253,0,254,0
0,0,172,254,0,233,254,33,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,6,254,67,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,254,0,0,0,0,0,0,247,0,204,42,0,0,0,0,213,70,214,0
0,0,253,0,0,0,38,158,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,168,253,253,253,0,0,0,0,0,0,0,0,0,253,0,253,0,0,0,57,0,138,0,111,0,253,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,253,0,53,85,0,0,0,0,0,0,0,0,0,253,0,0,253,0,0,253,0,0,1
0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,102,0,0,61,254,82,102,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,102,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,81,0,0,0,253,0,102,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,173,0,0,1
0,0,0,253,253,253,0,213,224,0,0,0,253,0,211,0,253,253,0,0,0,0,0,248,0,253,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,2,130,157,0,0,0,201,0,0,0,107,0,0,0,0,253,0,253,253,0,0,236,0,0,250,0,253,0,0,253,0,0,0,24,0,0,0,98,0,0,0,0,248,0,253,253,0,253,253,253,0,0,0,0,253,153,253,78,2,0,0,0,0,139,253,80,0
0,0,0,14,2,177,0,254,0,0,0,0,0,0,0,0,254,204,0,0,254,0,0,249,0,254,0,0,0,0,0,36,0,0,0,0,73,0,0,0,0,0,53,0,0,0,74,254,0,0,0,0,0,0,0,0,221,0,249,191,237,0,254,0,0,254,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,254,0,254,0,73,248,254,0,0,0,0,0,76,0,248,133,0,0,0,0,0,47,0,229,0
0,0,254,42,8,223,254,239,0,0,0,0,0,0,228,0,254,0,0,0,0,0,0,227,254,249,169,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,235,26,189,0,0,0,0,0,0,0,0,136,215,254,0,137,0,3,27,0,147,0,0,0,0,0,0,222,0,0,47,0,0,0,0,0,98,0,75,152,0,0,254,254,0,0,0,0,32,254,0,254,252,0,0,0,0,254,245,0,0
0,0,252,252,0,252,253,245,0,0,0,0,0,0,175,0,252,0,0,0,0,0,0,248,252,252,0,0,0,0,0,0,0,0,165,0,216,0,0,0,0,0,0,0,0,0,252,195,252,31,0,0,0,0,0,0,0,0,131,38,252,0,31,0,252,252,0,252,0,0,0,0,0,0,166,0,0,0,0,0,0,255,203,252,0,252,28,0,5,252,52,0,0,0,0,127,186,0,252,13,0,70,0,0,252,252,250,0
0,0,232,0,0,0,86,243,0,0,0,0,0,0,169,0,189,0,0,0,0,0,42,166,122,252,0,0,0,0,0,0,0,0,61,0,0,0,0,252,0,0,0,0,0,0,0,62,18,0,239,0,0,0,0,0,0,0,47,0,239,252,0,0,0,249,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,61,227,160,0,153,4,0,0,199,59,0,0,0,182,252,247,0,253,100,0,0,0,0,235,0,0,0
0,0,253,10,0,180,253,253,0,0,0,0,0,0,0,0,253,24,0,0,250,0,0,253,253,253,253,0,0,0,0,0,0,0,173,0,230,0,0,0,0,0,0,0,0,0,253,0,190,0,0,0,0,0,0,0,70,0,253,0,113,0,0,0,242,253,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,255,243,114,0,253,0,0,92,253,0,0,0,0,0,110,0,0,253,0,0,31,0,0,253,90,253,0
0,0,0,136,0,252,116,220,0,0,0,0,85,0,0,0,252,168,0,0,253,0,0,155,0,189,92,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,215,0,0,0,0,0,0,0,0,178,0,78,0,252,0,252,0,0,159,0,69,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,93,0,252,0,0,13,7,0,0,0,0,0,19,0,250,0,0,0,0,0,0,0,0,252,0
0,0,6,0,0,137,46,53,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,8,40,0,254,0,0,0,0,0,0,0,243,0,253,0,2,0,0,0,0,0,0,0,138,0,253,245,39,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,240,0,0,129,0,45,1
0,0,251,0,209,0,251,251,0,0,0,0,0,0,251,0,147,59,0,0,37,0,98,251,251,96,233,0,0,0,0,0,0,0,253,0,239,0,0,251,0,0,0,0,0,0,251,251,251,0,253,0,0,0,0,0,32,0,231,251,251,251,251,0,251,231,0,251,0,0,0,37,0,0,251,0,0,0,0,0,0,0,251,251,0,0,253,0,0,0,0,0,0,0,251,251,18,16,251,0,0,41,0,0,251,251,239,0
0,0,204,16,0,157,181,253,0,0,0,0,0,0,0,0,61,52,0,0,0,0,0,241,241,127,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,118,0,0,0,0,0,0,0,0,0,87,0,239,0,0,0,0,0,0,186,0,215,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,233,181,0,0,0,0,0,15,0,214,69,0,0,0,0,0,0,36,32,0
0,0,253,146,0,146,253,212,0,0,0,0,3,0,0,0,253,0,0,0,122,0,0,253,253,253,136,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,253,0,0,91,0,0,0,0,0,0,48,0,253,0,124,0,0,0,158,230,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,154,189,15,0,231,0,253,0,165,0,0,0,0,0,0,0,0,253,0,0,253,0,0,219,0,182,0
0,0,252,0,0,0,252,252,0,0,0,0,0,0,28,0,232,79,0,0,27,0,0,253,252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,252,0,134,0,0,0,0,147,0,253,0,0,153,0,0,0,0,0,0,0,0,0,0,0,32,234,0,252,0,0,85,244,0,0,0,0,0,117,57,147,241,0,0,0,0,0,216,252,252,0
0,0,0,252,19,252,0,252,0,0,0,0,0,0,0,0,252,62,0,0,73,0,0,252,0,229,0,0,0,0,0,0,0,0,25,0,129,0,0,0,0,0,0,0,0,0,0,252,0,38,5,0,0,0,0,0,10,0,252,208,134,0,252,0,9,191,0,252,0,0,38,0,0,0,0,0,0,0,0,0,0,242,216,252,0,252,100,0,140,252,0,0,0,0,0,29,54,252,252,0,0,0,0,0,253,143,72,0
0,0,196,0,85,0,168,253,0,0,0,0,0,0,57,0,253,0,0,0,85,0,0,196,169,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,254,253,0,0,0,0,0,0,0,0,0,56,251,253,0,197,0,168,254,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,254,0,253,85,0,57,253,0,0,0,0,0,226,114,0,254,0,0,0,0,0,253,253,84,0
0,0,253,0,253,0,249,159,254,0,0,0,4,0,116,0,212,253,0,0,0,0,0,236,253,188,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,12,0,0,83,40,0,0,91,143,0,0,0,0,194,0,253,66,13,0,139,0,0,253,0,209,0,0,0,0,0,0,7,0,0,187,254,0,0,0,219,0,0,76,157,0,0,82,0,0,0,0,0,253,46,139,51,0,0,0,0,0,253,253,15,0
0,0,198,178,0,253,254,152,0,0,0,0,0,0,59,0,253,0,0,0,0,0,0,158,253,22,52,0,0,0,0,0,0,0,254,0,29,0,0,0,0,0,0,0,0,0,40,0,119,0,199,0,0,0,0,0,0,0,128,0,72,0,0,0,206,253,0,253,0,0,0,0,0,0,59,0,0,0,0,0,0,0,105,206,0,0,0,0,0,253,253,0,0,0,0,0,61,0,251,0,0,0,0,0,253,163,253,0
0,0,0,255,191,255,0,255,0,0,0,0,0,0,0,0,255,191,0,0,255,0,0,255,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,255,255,64,0,0,0,0,0,0,0,64,0,255,255,64,0,255,0,0,255,0,255,0,0,128,0,0,0,0,0,0,0,0,0,64,64,0,255,0,255,255,0,255,255,0,0,0,0,0,255,255,255,255,64,0,0,0,0,255,255,0,0
0,0,0,0,0,110,253,129,0,0,0,0,0,0,0,0,251,0,0,0,251,0,0,156,220,50,158,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,151,0,0,0,253,0,96,0,0,0,0,0,0,0,0,0,156,0,40,0,0,0,228,79,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,255,0,0,0,251,0,202,221,0,0,0,0,0,0,0,0,0,253,0,0,142,0,0,251,0,221,0
0,0,253,253,0,253,253,165,0,0,0,0,217,0,0,0,253,253,0,0,253,0,0,187,253,253,0,0,0,0,0,99,0,0,145,0,0,0,0,0,0,0,0,253,0,0,253,0,0,95,5,245,0,0,0,0,253,0,253,0,139,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,146,0,251,0,16,0,253,0,0,0,0,0,253,0,0,17,0,0,0,0,0,253,0,253,0
0,0,0,0,0,0,169,2,0,0,0,0,0,0,0,0,0,252,0,0,0,116,0,169,0,0,27,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,199,42,0,0,0,0,108,0,0,80,0,0,0,0,244,0,253,0,6,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,253,4,0,0,0,0,0,0,106,0,0,0,0,0,0,255,0,22,0,0,0,64,0,0,217,0,0,1
0,0,254,251,224,253,251,254,57,0,0,0,0,0,84,0,251,138,0,0,114,0,0,251,253,253,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,169,253,85,0,56,0,0,0,0,0,114,0,254,253,254,0,251,0,0,253,0,251,0,0,0,0,0,0,83,0,0,85,86,0,0,0,226,253,0,254,251,0,114,251,0,0,0,0,0,253,254,29,253,225,0,0,0,0,254,254,0,0
0,0,253,249,0,251,254,253,0,0,0,0,0,0,113,0,253,146,0,0,0,0,0,255,244,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,17,99,0,0,0,0,0,0,73,0,253,47,253,0,74,0,125,239,0,254,0,0,0,0,0,0,21,0,0,0,0,0,0,254,0,253,0,253,0,0,70,254,0,0,0,0,0,254,21,0,254,0,0,0,0,0,253,253,253,0
0,0,0,0,0,0,233,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,203,0,82,0,0,0,0,0,0,0,0,0,254,0,253,0,253,0,0,0,0,0,0,0,0,31,82,0,0,0,244,212,0,0,0,0,0,0,0,0,253,0,0,254,0,0,0,0,253,10,0,0,213,0,0,0,253,0,0,0,0,0,112,0,0,40,0,0,0,0,0,253,0,0
0,0,183,251,253,251,0,251,0,0,0,0,0,0,251,0,251,153,0,0,0,0,57,251,0,251,0,0,0,0,0,0,0,0,253,0,0,0,0,57,0,0,59,0,0,0,0,251,98,0,216,0,0,0,0,0,201,0,251,251,18,57,251,0,129,236,0,108,0,0,204,0,0,0,251,0,0,0,0,0,0,0,251,76,0,251,162,0,251,251,227,0,0,0,57,251,240,251,251,54,0,0,0,0,251,251,0,0
0,0,0,0,0,3,0,87,0,0,0,0,0,0,0,254,43,0,0,0,0,0,0,116,0,0,62,0,0,0,0,0,0,0,230,0,140,0,214,0,0,0,0,0,0,0,83,0,18,254,145,0,0,0,0,0,0,0,140,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,245,0,0,254,0,0,1
0,0,253,253,0,253,155,248,0,0,0,0,36,0,0,9,247,171,0,0,0,0,0,224,111,210,59,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,212,0,217,0,227,0,0,0,0,248,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,108,0,0,0,128,0,0,0,0,0,68,0,0,61,0,0,0,0,0,0,78,253,0
0,0,121,253,0,253,28,43,0,0,0,0,0,0,0,94,253,0,0,0,253,0,0,39,192,65,253,0,0,0,0,0,0,0,253,0,253,0,0,0,0,0,0,0,0,0,253,0,186,255,38,0,0,0,0,0,0,0,9,0,0,0,0,0,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,249,0,213,0,0,0,0,0,0,0,0,180,0,0,212,0,0,234,0,72,0
0,0,242,254,0,173,254,237,0,0,0,0,0,0,0,0,246,0,0,0,150,0,0,254,254,91,0,0,0,0,0,0,0,0,9,0,146,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,13,0,254,0,52,0,0,0,14,205,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,254,0,0,0,0,0,0,0,0,254,0,0,0,0,0,150,0,254,0
0,0,0,0,0,120,0,0,0,0,0,0,163,0,0,0,184,0,0,0,254,0,0,0,0,0,0,0,0,0,0,216,5,0,0,0,0,0,0,0,0,0,111,243,0,0,231,254,0,0,0,254,0,0,0,0,0,0,0,9,238,0,191,0,0,115,0,2,0,0,88,0,0,0,0,0,0,0,0,0,0,170,0,180,0,56,0,31,254,1,0,0,0,0,0,254,0,109,0,0,0,0,0,0,0,6,253,0
0,0,81,0,54,111,74,167,0,0,0,0,19,0,152,0,253,253,0,0,253,0,0,247,62,253,0,0,0,0,0,0,0,0,120,1,0,0,0,0,0,0,37,19,0,0,79,253,0,0,0,52,0,0,0,0,211,0,253,253,253,30,253,0,0,253,0,253,0,0,123,0,0,0,20,0,0,0,0,0,0,128,236,253,0,253,136,49,250,253,0,0,0,0,0,217,116,216,44,0,0,0,0,0,253,253,128,0
0,0,250,253,0,253,229,175,0,0,0,0,0,0,0,0,253,0,0,0,54,0,0,106,212,253,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,41,151,188,219,0,0,0,0,0,0,0,0,93,109,253,0,81,0,207,253,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,253,0,237,40,0,0,253,132,0,0,0,0,0,253,0,253,227,0,0,0,0,255,107,143,0
0,0,238,18,0,164,252,252,0,0,0,0,181,0,0,0,252,74,0,0,252,0,0,252,204,252,118,0,0,0,0,136,0,0,7,0,253,0,0,0,0,0,105,0,0,0,252,92,0,0,0,0,0,0,0,0,252,0,252,0,245,0,0,0,15,252,0,0,0,0,226,7,0,0,0,0,0,0,0,0,0,0,173,0,0,252,0,252,252,173,0,0,0,0,0,0,0,75,252,0,0,174,0,0,56,0,223,0
0,0,252,252,15,252,252,9,0,0,0,0,0,0,65,0,252,0,0,0,252,0,11,178,252,252,49,0,0,0,0,0,0,0,252,0,252,0,0,0,0,0,0,0,0,0,124,100,252,0,138,0,0,0,0,0,0,0,167,111,252,0,100,0,252,252,0,252,0,0,0,0,0,0,65,0,0,0,0,0,0,0,252,252,0,127,254,245,0,252,252,0,0,0,0,0,252,0,252,254,0,252,0,0,252,205,252,0
0,0,253,214,0,253,99,207,0,0,0,0,0,0,0,0,253,0,0,0,253,0,0,197,253,253,253,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,253,0,7,106,0,0,0,0,0,0,0,0,217,0,0,0,0,0,145,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,250,0,40,0,96,0,0,0,0,0,0,0,0,248,0,0,10,0,0,253,0,71,0
0,0,253,1,108,93,0,253,0,0,0,0,0,0,212,0,0,20,0,0,0,0,0,150,121,253,135,0,0,0,0,0,0,0,173,7,0,0,0,29,0,0,0,0,0,0,253,252,253,0,0,0,0,0,0,0,0,0,4,253,181,22,253,0,135,5,0,253,0,0,0,0,0,0,75,0,0,0,0,0,0,0,141,181,0,230,254,0,0,0,0,0,0,0,0,253,0,137,253,0,0,0,0,0,44,249,0,0
0,0,253,156,0,251,255,253,0,0,0,0,142,0,0,0,251,180,0,0,253,0,0,251,251,251,251,0,0,0,0,41,0,0,253,0,251,0,71,0,0,0,236,0,0,0,251,211,255,0,251,0,0,0,0,0,251,0,251,37,251,0,109,0,251,253,0,35,0,0,253,251,0,0,0,0,0,0,0,0,89,253,253,251,0,251,0,251,251,143,0,0,0,0,0,0,0,253,253,0,0,109,0,0,253,0,251,0
0,0,253,205,0,57,109,214,0,0,0,0,0,0,28,0,252,0,0,0,0,0,0,113,252,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,38,253,0,0,0,0,0,0,0,0,38,67,253,0,0,0,147,169,0,252,0,0,0,0,0,0,28,0,0,0,0,0,0,79,0,177,0,126,120,0,0,252,156,0,0,0,0,28,252,0,252,169,0,0,0,0,233,233,0,0
0,0,253,238,0,253,253,253,0,0,0,0,36,0,0,0,253,96,0,0,195,0,0,254,191,253,150,0,0,0,0,36,0,0,23,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,174,0,247,0,189,0,0,0,0,142,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,253,0,0,10,0,0,0,0,0,0,27,0,0,175,0,0,0,0,0,8,0,253,0
0,0,18,253,254,253,0,253,0,0,0,0,0,0,253,0,0,136,0,0,0,0,0,217,0,253,89,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,253,254,232,167,0,0,0,0,0,0,0,0,66,253,11,143,253,0,62,66,0,145,0,0,61,0,0,0,189,0,0,0,0,0,0,0,0,219,0,253,254,0,23,0,65,0,0,0,6,253,0,248,253,0,0,0,0,0,176,155,31,0
0,0,251,253,0,251,253,251,0,0,0,0,0,0,0,0,251,0,0,0,73,0,0,253,251,251,0,0,0,0,0,0,0,0,41,0,182,0,0,0,0,0,11,0,0,0,0,109,0,0,0,0,0,0,0,0,30,0,251,0,251,0,16,0,217,222,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,251,0,251,0,0,37,253,21,0,0,0,0,5,231,0,251,62,0,0,0,0,253,142,251,0
0,0,253,76,0,38,253,253,0,0,0,0,0,0,232,31,253,253,0,0,8,0,0,253,253,104,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,20,51,0,0,63,100,0,254,253,41,0,0,0,0,212,0,253,19,216,104,0,0,0,253,0,253,0,0,0,253,0,0,166,0,0,0,0,0,254,254,253,253,0,24,67,129,0,253,17,0,0,0,0,253,234,0,162,0,0,0,210,0,253,253,226,0
0,0,253,252,0,253,253,219,0,0,0,0,0,0,0,0,253,0,0,0,156,0,0,220,229,240,0,0,0,0,0,0,0,0,32,0,60,0,0,0,0,0,0,0,0,0,33,115,7,154,0,0,0,0,0,0,0,0,149,0,248,0,0,0,47,253,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,253,0,235,0,0,0,253,0,0,0,0,0,0,0,0,253,0,0,0,0,0,253,0,238,0
0,0,206,0,0,0,253,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,7,0,210,203,85,0,0,0,0,0,0,0,19,0,225,0,0,252,0,0,0,0,0,0,247,0,177,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,177,209,0,78,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,252,0,0,0,0,0,25,0,0,0,0,203,0,252,0,0,203,0,126,0,0,0,252,252,0
0,0,113,254,0,153,71,39,0,0,0,0,251,0,0,0,228,254,0,0,0,0,0,26,0,254,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,143,0,0,0,0,0,0,0,0,254,0,7,74,254,0,77,0,0,228,0,236,0,0,0,62,0,0,0,0,0,0,0,0,0,0,161,241,0,249,0,0,0,254,0,0,0,0,0,184,104,8,0,0,0,0,0,0,0,70,63,0
0,0,251,0,0,83,251,251,0,0,0,0,123,0,0,0,251,201,0,0,251,0,0,253,168,251,253,0,0,0,0,123,0,0,253,0,253,0,0,0,0,0,73,0,0,0,255,217,0,0,255,0,0,0,0,0,188,0,251,105,251,0,217,0,190,180,0,253,0,0,166,251,0,0,0,0,0,0,0,0,0,0,251,61,0,251,0,251,251,25,0,0,0,0,0,92,0,251,251,0,0,253,0,0,251,215,251,0
0,0,42,11,253,37,0,0,0,0,0,0,252,0,154,0,252,16,0,0,16,0,0,0,0,253,5,0,0,0,0,253,231,0,252,252,0,0,0,0,51,0,252,252,0,0,253,252,0,0,252,255,0,0,0,0,217,0,217,252,252,108,253,0,0,252,0,253,0,0,252,46,0,0,11,0,0,0,0,0,212,0,252,252,0,252,192,0,252,215,0,0,0,0,0,0,10,252,0,0,0,0,0,0,217,252,252,0
0,0,253,209,6,232,10,15,0,0,0,0,0,0,220,0,109,0,0,0,0,0,0,0,119,13,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,59,219,225,0,0,0,0,0,0,0,0,0,0,175,253,0,43,0,241,186,0,0,0,0,0,0,0,0,165,0,0,122,0,0,0,0,44,0,0,0,220,0,0,253,134,0,0,0,0,0,134,0,102,194,0,0,0,0,12,248,0,0
0,0,0,107,0,240,0,69,0,0,0,0,0,0,0,247,76,0,0,0,0,0,0,240,0,0,116,0,0,0,0,0,0,0,178,0,50,0,202,0,0,0,0,0,0,0,32,0,0,240,54,0,0,0,0,0,0,0,253,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,240,0,0,252,0,0,1
0,0,253,242,253,232,0,218,61,0,0,0,0,0,252,0,0,0,0,0,216,0,0,98,73,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,252,226,210,0,252,0,0,0,0,0,0,0,2,253,42,0,252,0,107,232,0,22,0,0,0,134,0,0,226,0,0,104,227,0,0,0,191,21,0,0,252,70,0,0,154,0,0,0,0,141,11,43,253,0,0,0,0,0,127,252,0,0
0,0,253,217,0,247,5,252,0,0,0,0,179,0,0,0,252,252,0,0,41,0,0,252,252,252,0,0,0,0,0,91,0,0,252,0,0,0,0,0,0,0,0,84,0,0,0,253,0,0,35,97,0,0,0,0,253,0,255,181,253,0,252,0,0,253,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,253,0,253,73,0,155,252,0,0,0,0,0,253,37,170,181,0,0,0,0,0,253,72,0,0
