"p01","p02","p03","p04","p05","p06","p07","p08","p09","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","p24","p25","p26","p27","p28","p29","p30","p31","p32","p33","p34","p35","p36","p37","p38","p39","p40","p41","p42","p43","p44","p45","p46","p47","p48","p49","p50","p51","p52","p53","p54","p55","p56","p57","p58","p59","p60","p61","p62","p63","p64","p65","p66","p67","p68","p69","p70","p71","p72","p73","p74","p75","p76","p77","p78","p79","p80","p81","p82","p83","p84","p85","p86","p87","p88","p89","p90","p91","p92","p93","p94","p95","p96","p97","p98","p99","p100","p101","p102","p103","p104","p105","p106","p107","p108","p109","p110","p111","p112","p113","p114","p115","p116","p117","p118","p119","p120","p121","p122","p123","p124","p125","p126","p127","p128","p129","p130","p131","p132","p133","p134","p135","p136","p137","p138","p139","p140","p141","p142","p143","p144","p145","p146","p147","p148","p149","p150","class"
0,0,0,0,253,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,253,0,0,0,0,0,173,243,0,0,0,208,0,0,0,0,115,253,253,253,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,103,222,0,0,0,253,0,0,0,0,0,25,221,0,0,0,0,0,0,0,253,0,253,0,0,0,26,0,0,0,0,104,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,253,37,0,0,0,253,0,155,238,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,253,0
0,0,0,0,227,0,0,0,0,0,0,253,0,124,0,0,0,0,0,0,0,0,0,0,253,0,0,253,0,0,0,0,0,0,0,0,253,54,253,253,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,154,0,0,0,40,0,0,0,0,0,0,98,0,0,0,0,0,0,0,247,0,253,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,253,0,244,132,0,0,0,0,0,0,0,0,0,241,0,0,20,0,0,0,0,0,0,0,0,0,0,0,253,0,0,1
0,0,0,0,252,0,252,0,252,221,0,0,0,252,105,0,0,0,0,0,119,0,0,252,0,0,252,248,0,0,0,0,0,0,0,0,252,76,252,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,252,4,0,0,0,0,0,0,0,252,0,252,0,252,0,212,0,252,0,8,134,0,244,0,0,0,0,29,0,237,0,0,252,0,0,0,253,0,166,0,0,0,0,0,0,252,132,0,0,0,252,252,0,110,252,0,252,0,0,0,0,0,0,252,252,248,252,252,0,0,0,0,0,0,0,0,0,0,253,252,0,0
0,0,0,0,135,0,4,0,0,76,0,103,0,236,0,0,0,0,0,0,0,0,0,96,0,0,253,135,0,0,0,0,0,0,0,0,253,126,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,213,0,0,0,0,0,0,0,0,0,0,0,0,39,0,249,0,71,0,253,0,76,0,0,253,0,253,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,68,0,253,0,0,0,253,0,0,40,253,0,0,0,0,0,0,0,0,223,29,0,161,0,0,0,0,0,0,0,0,0,0,0,199,253,198,0
0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,111,0,0,0,0,86,0,0,0,0,0,0,132,0,0,0,0,0,255,0,111,0,146,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,254,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,143,0,165,0,254,0,0,218,0,127,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,254,0,0,0,248,0,211,178,254,0,0,0,0,0,0,0,0,95,18,105,0,0,0,0,0,0,0,0,0,0,0,0,0,209,4,0
0,0,0,0,252,0,20,0,0,184,0,253,0,252,0,0,0,0,0,0,0,0,0,0,0,0,248,17,0,0,0,252,0,0,0,0,252,248,47,241,0,0,0,0,0,0,0,0,199,0,0,0,252,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,252,0,0,0,213,0,0,0,121,116,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,198,0,0,0,0,0,0,142,0,28,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,94,0,0,0,0,0,0,208,0,213,0
0,0,0,0,248,0,0,0,0,30,0,0,0,114,0,0,0,0,0,0,0,0,0,0,50,0,170,0,0,0,0,69,0,0,0,0,227,180,247,230,0,0,0,0,0,0,0,0,44,0,0,0,254,0,0,0,0,0,0,0,0,0,0,130,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,160,0,0,0,0,35,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,215,0,0,0,0,0,0,254,0,0,0
0,0,0,0,0,0,31,0,0,222,0,116,0,0,0,0,0,0,0,0,227,0,0,0,0,0,177,234,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,75,153,0,0,0,254,0,92,0,0,0,0,114,0,0,0,0,0,0,0,235,0,68,0,0,0,254,0,92,0,0,9,0,173,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,242,0,254,0,0,0,0,0,0,0,0,135,0,0,0,4,186,246,0
0,0,0,0,241,0,0,0,0,0,0,254,0,254,0,152,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,238,244,71,161,0,0,0,0,0,0,0,0,0,0,0,0,254,0,207,0,0,0,0,0,0,0,0,254,0,10,33,0,254,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,109,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,213,0,0,0,0,221,0,0,0,0,0,0,146,0,254,1
0,0,0,0,213,0,12,0,0,154,0,254,0,166,0,0,0,0,0,0,0,0,0,0,0,0,156,108,0,0,0,0,0,0,0,0,178,122,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,11,0,0,0,0,0,0,0,0,0,0,0,0,153,0,254,0,0,0,183,0,0,0,0,87,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,95,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,8,0,0,0,0,0,0,0,0,0,0,0,200,128,254,0
0,0,0,0,253,0,54,0,228,253,0,82,0,253,0,0,0,0,0,0,253,0,0,152,0,0,243,253,0,0,0,181,0,0,0,0,253,196,253,246,0,0,0,0,253,0,103,0,0,116,0,0,0,0,0,0,0,127,253,253,0,0,0,253,0,253,83,0,0,0,253,0,0,0,0,0,0,0,253,0,253,0,253,0,213,41,253,0,0,240,0,253,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,118,0,253,0,0,0,253,51,0,253,84,0,0,0,0,0,0,0,0,253,0,253,221,0,0,0,0,0,0,0,0,0,0,0,253,253,253,0
0,0,0,0,253,0,0,0,0,0,0,253,0,253,0,0,0,0,0,0,0,0,0,0,228,0,0,114,0,0,0,0,96,0,0,0,253,253,246,253,0,0,0,0,0,0,0,0,0,0,0,0,253,0,253,0,0,0,253,0,0,0,0,206,0,0,253,0,0,0,0,0,0,0,0,0,0,0,81,0,255,0,0,0,229,0,0,0,125,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,253,0,0,253,0,0,0,0,0,0,0,0,0,253,0,228,253,0,0,0,0,253,0,0,133,0,0,0,253,143,94,1
0,0,0,0,198,0,0,0,0,0,0,129,0,253,0,0,0,0,0,0,253,0,0,0,0,0,15,253,0,0,0,253,0,0,0,0,253,0,253,253,0,0,0,0,253,0,44,0,253,0,0,0,116,0,0,0,0,17,172,253,0,0,0,244,0,253,253,0,0,253,253,0,0,0,0,0,0,0,253,0,253,0,180,0,253,0,253,0,205,0,0,0,0,0,0,0,253,0,113,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,253,253,0,0,0,253,0,253,187,0,0,0,0,0,0,0,0,0,253,0,253,253,0,0,0,0,0,0,0,0,0,0,0,253,35,253,0
0,0,0,0,251,0,251,0,253,251,0,251,0,251,0,0,0,0,0,0,15,0,0,251,0,0,251,193,0,0,0,39,0,0,0,0,253,207,251,0,0,0,0,0,15,0,0,0,253,0,0,0,0,0,0,212,0,0,214,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,85,0,251,0,251,0,251,251,251,0,8,251,0,253,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,251,251,0,0,0,251,253,0,251,251,0,251,0,0,0,0,95,0,251,251,64,251,253,0,0,0,0,0,0,0,0,0,0,251,251,188,0
0,0,0,0,253,0,237,0,0,253,0,253,0,253,0,0,0,0,0,0,0,0,0,0,0,0,253,117,0,0,0,104,0,0,0,0,253,253,253,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,253,0,0,0,192,0,0,0,0,253,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,76,0,0,0,252,0,0,0,246,0,0,0,0,0,0,0,0,125,0,0,239,0,0,0,0,0,0,0,0,0,0,0,239,75,253,0
0,0,0,0,254,0,10,0,0,77,0,254,0,254,0,0,0,0,0,0,0,0,0,0,0,0,233,20,0,0,0,245,0,0,0,0,254,254,254,125,0,0,0,0,5,0,0,0,254,0,0,0,186,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,254,0,0,0,0,0,0,0,0,48,0,254,0,0,0,121,0,0,0,254,254,0,120,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,30,0,0,0,254,0,0,4,254,0,0,0,0,0,0,0,0,11,0,0,254,0,0,0,0,7,0,0,0,0,0,0,193,0,236,0
0,0,0,0,73,0,253,0,0,253,0,219,0,104,0,0,0,0,0,0,0,0,0,0,35,0,253,0,0,0,0,253,0,0,0,0,136,193,0,168,0,0,0,0,0,0,0,0,253,0,0,0,253,0,0,0,0,0,0,0,0,0,0,222,0,0,253,0,255,14,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,253,253,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,251,0,0,0,0,0,116,0,253,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,210,0,0,0,0,0,0,253,0,253,0
0,0,0,0,254,0,254,0,53,254,0,225,0,247,0,0,0,0,0,0,0,0,0,254,0,0,254,0,0,0,0,0,0,0,38,0,254,254,254,0,0,0,0,0,0,0,0,0,173,0,0,0,52,0,0,254,0,0,0,0,0,0,0,254,0,254,212,0,64,18,0,0,0,0,0,0,0,0,6,0,237,0,222,0,254,248,250,0,166,254,0,254,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,80,95,254,0,0,0,188,184,0,0,242,0,131,0,0,0,0,97,0,231,38,69,254,0,0,0,0,0,0,0,0,0,0,0,254,254,142,0
0,0,0,0,253,0,48,0,0,220,0,253,0,19,0,0,0,0,0,0,0,0,0,219,12,0,31,0,0,0,0,0,0,0,253,0,0,251,16,0,0,0,0,0,0,0,0,0,255,0,0,0,225,0,0,47,0,0,0,0,0,0,0,253,0,0,253,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,12,0,162,0,0,0,251,251,0,190,0,0,0,0,0,0,251,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,253,251,0,0,0,0,0,0,0,188,0,251,0,0,0,0,132,0,0,220,0,158,48,0,0,0,16,0,0,0,0,0,0,126,251,196,0
0,0,0,0,0,0,140,0,0,245,0,0,0,149,0,0,0,0,0,0,9,0,0,0,0,0,254,170,0,0,0,0,0,0,0,0,204,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,165,0,238,0,125,0,118,0,152,0,0,216,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,254,47,0,93,254,0,0,0,0,0,0,0,0,207,70,13,0,0,0,0,0,0,0,0,0,0,0,0,47,138,0,0
0,0,0,0,253,0,253,0,0,253,0,254,0,77,0,0,0,0,0,0,0,0,0,120,0,0,107,0,0,0,0,35,0,0,0,0,55,253,81,89,0,0,0,0,0,0,0,0,35,0,0,0,253,0,0,0,0,0,0,0,0,0,0,253,0,151,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,253,0,47,0,253,253,0,253,0,0,0,0,0,0,0,0,0,161,0,0,0,121,0,0,0,0,0,0,0,0,0,185,0,0,0,47,232,4,0,240,0,253,0,0,0,0,0,0,0,253,0,236,238,0,0,0,251,0,0,0,0,0,0,94,253,29,0
0,0,0,0,56,0,114,0,0,196,0,253,0,169,0,0,0,0,0,0,251,0,0,0,0,0,253,253,0,0,0,198,0,0,0,0,0,0,254,196,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,255,84,0,0,0,251,0,85,0,0,0,0,56,0,0,0,0,0,0,0,253,0,85,0,0,0,253,0,85,0,0,254,0,253,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,253,0,0,253,84,0,0,0,0,0,0,0,0,254,0,169,0,0,0,0,0,0,0,0,0,0,0,0,85,84,253,0
0,0,0,0,253,0,0,0,45,82,0,0,0,197,0,0,0,0,0,0,0,0,0,234,0,0,158,214,0,0,0,0,0,0,0,0,241,62,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,113,0,253,0,0,0,0,13,0,0,0,0,0,0,0,200,0,253,0,225,0,253,240,210,0,0,254,0,253,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,210,253,0,0,197,0,0,0,0,0,0,0,0,254,0,0,48,0,0,0,0,0,0,0,0,0,0,0,253,169,0,0
0,0,0,0,185,0,59,0,254,198,0,0,0,254,69,0,0,0,0,0,11,0,0,53,0,0,254,244,0,0,0,0,0,0,0,0,254,11,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,219,0,0,0,0,4,0,0,0,0,0,0,0,206,0,254,0,247,0,173,0,254,0,0,254,0,254,0,0,0,0,142,0,0,0,0,33,0,0,0,200,0,151,0,0,0,0,0,0,0,0,0,0,0,254,254,0,198,254,0,0,0,0,0,0,0,0,254,248,253,250,65,0,0,0,0,0,0,0,0,0,0,254,254,0,0
0,0,0,0,253,0,253,0,0,253,0,253,0,253,0,0,0,0,0,0,75,0,0,0,0,0,253,237,0,0,0,253,0,0,0,0,253,147,253,240,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,253,0,0,0,0,253,0,253,151,0,254,2,0,0,0,0,0,0,0,0,244,0,253,0,62,0,253,0,253,0,78,253,0,60,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,77,0,253,0,0,0,175,0,164,253,253,0,0,0,0,0,0,0,0,199,0,219,253,0,0,0,0,0,0,0,0,0,0,0,253,0,253,0
0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,253,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,178,255,0,0,0,22,0,222,0,0,0,0,245,0,0,0,0,0,0,0,112,0,0,0,163,0,25,0,253,0,0,205,0,113,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,128,0,209,0,0,0,13,0,0,253,21,0,0,0,0,0,0,0,0,162,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,184,17,0
0,0,0,0,0,0,0,0,254,10,0,0,0,0,0,0,0,0,0,0,253,0,0,41,0,0,62,11,0,0,0,50,0,0,0,0,0,0,50,31,0,0,0,0,50,0,212,0,0,252,0,0,0,0,0,0,0,0,82,252,0,0,0,253,0,203,0,0,0,0,255,40,0,0,0,0,0,0,183,0,122,0,253,0,0,0,224,0,0,30,0,234,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,151,132,0,254,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,203,192,232,0
0,0,0,0,189,0,204,0,0,253,0,254,0,253,0,0,0,0,0,0,0,0,0,0,0,0,253,99,0,0,0,226,0,0,0,0,253,84,253,66,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,239,0,164,0,0,105,0,0,0,0,0,0,0,0,0,93,0,253,0,61,0,253,0,130,0,18,243,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,61,253,0,0,0,253,0,0,15,198,0,0,0,0,0,0,0,0,63,0,0,253,0,0,0,0,0,0,0,0,0,0,0,247,163,253,0
0,0,0,0,190,0,252,0,0,252,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,128,0,0,0,0,0,252,1,0,0,0,0,0,0,0,0,0,241,0,0,0,252,0,0,0,0,0,0,0,0,0,0,253,0,161,252,0,109,61,0,0,0,0,0,0,0,0,0,0,0,0,11,0,252,0,16,0,252,252,0,253,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,97,242,0,0,0,1,0,233,0,252,0,252,0,0,0,0,0,0,0,252,0,0,253,0,0,0,253,0,0,0,0,0,0,25,77,252,0
0,0,0,0,241,0,253,0,97,253,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,253,107,0,0,0,83,0,0,0,0,0,4,253,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,253,0,0,167,0,243,0,0,0,0,0,0,0,209,0,121,0,253,0,107,0,253,0,0,249,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,61,0,0,0,253,234,0,33,253,0,0,0,0,0,0,0,0,253,253,122,0,211,0,0,0,0,0,0,0,0,0,0,179,96,0,0
0,0,0,0,253,0,0,0,0,25,0,209,0,28,0,0,0,0,0,0,237,0,0,0,0,0,253,253,0,0,0,0,0,0,0,0,138,208,253,0,0,0,0,0,196,0,0,0,224,0,0,0,0,0,0,0,0,0,0,138,0,0,0,126,0,62,0,0,0,87,138,0,0,0,0,0,0,0,253,0,249,0,0,0,253,0,62,0,0,253,0,253,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,237,0,0,0,244,0,0,0,215,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,235,253,0
0,0,0,0,0,0,255,0,0,255,0,64,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,0,0,0,0,255,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,191,0,0,0,255,0,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,255,128,0,0,0,0,0,255,0,255,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,255,0,0,0,0,0,0,128,0,255,0
0,0,0,0,0,0,0,0,0,0,0,236,0,73,0,0,0,0,0,0,179,0,0,0,0,0,252,253,0,0,0,252,0,0,0,0,171,31,109,25,0,0,0,0,108,0,0,0,25,0,0,0,0,0,0,0,0,0,181,97,0,0,0,211,0,78,0,0,0,0,84,0,0,0,0,0,0,0,252,0,155,0,0,0,252,0,37,0,0,210,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,31,119,181,0,0,0,168,0,73,252,31,0,0,0,0,0,0,0,0,253,0,42,0,0,0,0,0,0,0,0,0,0,0,0,31,0,252,0
0,0,0,0,253,0,145,0,6,106,0,77,0,242,0,0,0,0,0,0,0,0,0,253,0,0,253,0,0,0,0,0,0,0,219,0,191,253,68,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,253,0,0,0,0,0,0,0,236,0,188,61,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,192,0,253,253,32,0,119,229,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,72,248,0,0,0,0,254,0,0,113,0,112,0,0,0,0,253,0,119,5,0,253,0,0,0,0,0,0,0,0,0,0,0,253,233,136,0
0,0,0,0,253,0,253,0,0,253,0,253,0,253,0,0,0,0,0,0,0,0,0,253,41,0,253,27,0,0,0,0,0,0,209,0,253,253,125,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,253,0,0,0,0,0,0,0,83,0,0,29,0,0,123,0,0,0,0,0,0,0,0,28,0,176,0,0,0,178,119,0,0,14,253,0,29,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,33,13,0,0,253,0,253,0,0,0,0,253,0,187,253,0,253,254,0,0,0,0,0,0,0,0,0,0,253,253,222,0
0,0,0,0,97,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,221,212,0,0,0,211,0,0,0,0,47,0,253,5,0,0,0,0,253,0,138,0,30,0,0,0,0,0,0,0,10,0,11,252,0,0,0,253,0,252,0,0,0,0,255,0,0,0,0,0,0,0,252,0,217,0,222,0,252,0,253,0,0,252,0,21,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,252,0,0,0,252,110,0,191,71,0,0,0,0,0,0,0,0,253,0,237,0,0,0,0,0,0,0,0,0,0,0,0,222,200,252,0
0,0,0,0,253,0,40,0,221,154,0,20,0,253,0,0,0,0,0,0,0,0,0,247,0,0,0,37,0,0,0,225,0,0,0,0,234,128,253,221,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,253,0,253,135,253,0,228,100,0,253,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,162,253,0,0,0,253,255,0,38,0,0,0,0,0,0,0,0,0,253,0,225,253,0,0,0,0,0,0,0,0,0,0,0,206,253,253,0
0,0,0,0,255,0,255,0,0,255,0,0,0,255,0,0,0,0,0,0,0,0,0,255,0,0,255,191,0,0,0,0,0,0,64,0,255,128,255,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,191,0,0,0,0,0,0,0,255,0,255,0,0,64,0,0,0,0,0,0,0,0,0,191,0,255,0,191,0,255,255,255,0,0,255,0,191,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,191,255,0,0,255,0,128,0,0,0,0,128,0,255,128,0,128,0,0,0,0,0,0,0,0,0,0,0,255,128,0,0
0,0,0,0,253,0,252,0,104,252,0,38,0,252,0,0,0,0,0,0,240,0,0,252,0,0,252,252,0,0,0,0,0,0,0,0,253,148,253,0,0,0,0,0,156,0,0,0,253,0,0,0,0,0,0,28,0,0,0,178,0,0,0,225,0,253,0,0,0,233,128,0,0,0,0,0,0,0,253,0,253,0,252,0,253,128,252,0,0,254,0,253,0,0,0,0,10,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,253,244,0,0,0,252,253,0,82,253,0,252,0,0,0,0,19,0,254,253,126,253,192,0,0,0,0,0,0,0,0,0,0,253,253,25,0
0,0,0,0,253,0,253,0,0,253,0,253,0,253,0,0,0,0,0,0,49,0,0,0,0,0,243,228,0,0,0,104,0,0,0,0,253,253,253,253,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,253,0,213,0,0,187,0,0,0,0,0,0,0,0,0,233,0,253,0,0,0,253,0,199,0,12,173,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,213,0,0,0,252,0,0,0,13,0,0,0,0,0,0,0,0,191,0,33,253,0,0,0,0,0,0,0,0,0,0,0,253,212,253,0
0,0,0,0,242,0,251,0,0,238,0,254,0,39,0,0,0,0,0,0,0,0,0,4,0,0,253,0,0,0,0,125,0,0,62,0,0,84,253,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,219,0,217,253,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,253,0,42,0,253,253,0,253,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,246,7,0,0,253,0,253,0,0,0,0,0,0,0,253,0,214,201,0,0,0,51,0,0,0,0,0,0,253,75,253,0
0,0,0,0,237,0,253,0,0,253,0,241,0,246,0,0,0,0,0,0,0,0,0,253,0,0,253,0,0,0,0,0,0,0,216,0,236,253,202,0,0,0,0,0,0,0,0,0,249,0,0,0,2,0,0,253,0,0,0,0,0,0,0,146,0,253,116,0,0,230,0,0,0,0,0,0,0,0,0,0,245,0,94,0,253,234,121,0,169,253,0,162,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,214,253,0,0,0,18,175,0,0,253,0,253,0,0,0,0,253,0,92,253,0,253,250,0,0,0,0,0,0,0,0,0,0,253,253,171,0
0,0,0,0,253,0,253,0,0,253,0,253,0,86,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,27,0,0,0,0,156,253,204,0,0,0,0,0,0,0,0,0,120,0,0,0,168,0,0,0,0,0,0,0,0,0,0,69,0,0,233,0,123,21,0,0,0,0,0,0,0,0,0,0,216,0,0,0,172,0,0,0,253,253,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,3,253,0,0,0,65,0,0,0,253,0,10,0,0,0,0,0,0,0,227,0,251,49,0,0,0,5,0,0,0,0,0,0,253,35,253,0
0,0,0,0,14,0,85,0,0,190,0,55,0,119,0,0,0,0,0,0,0,0,0,59,0,0,183,0,0,0,0,18,0,0,0,0,66,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,239,0,165,253,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,50,0,254,0,164,0,240,253,0,253,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,32,0,0,0,0,253,0,0,0,173,0,0,253,236,0,0,0,0,0,0,0,0,14,14,0,245,0,0,0,0,0,0,0,0,0,0,0,120,255,253,0
